id,code,canonical_name,source,wiktionary_url,wikidata_id,family_code,family_name,family_parent_code,ancestor_codes,script_codes,short_description,description_source_urls,description_status,description_model,description_updated_at,metadata
019e8878-7426-7787-b825-d16f2798a4d9,acm,Iraqi Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:Iraqi_Arabic_language,Q56232,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar""]","[""Arab"",""Hebr""]","Iraqi Arabic is a language entry associated with the Iraqi Arabic language category. It reflects an Arabic variety documented within the broader Iraqi Arabic language group, focusing on how related forms are organized under this label.",[],missing,,,{}
019e8878-7456-7061-8f21-f34be1ad4a94,acw,Hijazi Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:Hijazi_Arabic_language,Q56608,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar""]","[""Arab""]","Hijazi Arabic is a variety of the Arabic language spoken in the Hejaz region of western Saudi Arabia. It is part of the Afro-Asiatic language family and the Semitic branch; as a regional Arabic variety, it shows distinctive phonology and vocabulary while sharing core Arabic grammar.",[],missing,,,{}
019e8878-7487-7c2f-bdf8-1b975d92f5d9,acx,Omani Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:Omani_Arabic_language,Q56630,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar""]","[""Arab""]","Omani Arabic is a variety of the Arabic language. It is linked to the region of Oman and listed within the Omani Arabic language category, reflecting regional linguistic variation within the broader Arabic language family.",[],missing,,,{}
019e8878-74b7-7484-bafe-ac03aaf3443f,acy,Cypriot Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:Cypriot_Arabic_language,Q56416,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar"",""acm""]","[""Latn"",""Grek""]","Cypriot Arabic is a variety of Arabic within the Afro-Asiatic language family spoken in Cyprus. It represents a regional form of Arabic associated with Cypriot communities, illustrating Cyprus’s place within the broader Arabic linguistic lineage.",[],missing,,,{}
019e8878-74e6-79fc-9c31-72e7f5a9351e,adi,Adi,wiktionary,https://en.wiktionary.org/wiki/Category:Adi_language,Q56440,sit-tan,Tani,sit,"[""sit-pro"",""sit-tan-pro""]","[""Latn""]","Adi is a Sino-Tibetan language spoken by the Adi people in Arunachal Pradesh, northeast India. It is classified within the Tani subgroup, and its history is understood through comparison with nearby languages rather than direct attestation from ancient records.",[],missing,,,{}
019e8878-7514-7b60-aa4f-99f4755c9478,ady,West Circassian,wiktionary,https://en.wiktionary.org/wiki/Category:West_Circassian_language,Q27776,cau-cir,Circassian,cau-nwc,"[""cau-nwc-pro"",""cau-cir-pro""]","[""Cyrl"",""Latn"",""Arab""]",West Circassian is a Circassian language of the Northwest Caucasian family. It is associated with the Caucasus region and reflects linguistic relationships rather than contemporary usage. Its place within the Circassian subgroup suggests close kinship to other Circassian varieties and to historical migrations in the region.,[],missing,,,{}
019e8878-7544-7c78-ac1f-25e0ca73f378,ae,Avestan,wiktionary,https://en.wiktionary.org/wiki/Category:Avestan_language,Q29572,ira-cen,Central Iranian,ira,"[""ine-pro"",""iir-pro"",""ira-pro""]","[""Avst"",""Gujr"",""Deva""]","Avestan is an extinct Eastern Iranian language, a branch of the Indo-Iranian sub-division of the Indo-European family. It is the language of the Avesta, the Zoroastrian scriptures, historically associated with the ancient Iranian plateau and scriptural transmission.",[],missing,,,{}
019e8878-7574-7d38-a0fb-6fd80495794b,aeb,Tunisian Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:Tunisian_Arabic_language,Q56240,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar""]","[""Arab""]",Tunisian Arabic is a variety of Arabic spoken in Tunisia by local communities. It belongs to the Afro-Asiatic language family and is used primarily in everyday speech within the Tunisian region. It shows regional variation in pronunciation and vocabulary compared with other Arabic varieties.,[],missing,,,{}
019e8878-75a4-769d-87b6-538ae65fb549,aee,Northeast Pashayi,wiktionary,https://en.wiktionary.org/wiki/Category:Northeast_Pashayi_language,Q12642198,inc-pas,Pashayi,inc-dar,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ash""]","[""fa-Arab"",""Latn""]",Northeast Pashayi is a language in the Pashayi language group of Afghanistan. It belongs to the Indo-Iranian branch of the Indo-European family and is associated with the Northeast Pashayi sub-branch in linguistic classifications. It is used by communities in the region and has historical documentation in linguistic literature.,[],missing,,,{}
019e8878-75d3-7a5f-a024-f6d9d8f4a082,aer,Eastern Arrernte,wiktionary,https://en.wiktionary.org/wiki/Category:Eastern_Arrernte_language,Q10728232,aus-rnd,Arandic,aus-pam,"[""aus-pam-pro""]","[""Latn""]","Eastern Arrernte is an Aboriginal language of central Australia. It belongs to the Arrernte language group within Australian languages and has historical use in the central Australian region, with features typical of Indigenous Australian language systems.",[],missing,,,{}
019e8878-7602-76b0-8d40-09f48a36cfe0,af,Afrikaans,wiktionary,https://en.wiktionary.org/wiki/Category:Afrikaans_language,Q14196,gmw-frk,Low Franconian,gmw,"[""ine-pro"",""gem-pro"",""gmw-pro"",""frk"",""odt"",""dum"",""nl""]","[""Latn"",""Arab""]","Afrikaans is a West Germanic language in the Indo-European family, descended from Dutch and closely related to Dutch. It is spoken in southern Africa, especially South Africa and Namibia, and developed during the 17th century as Dutch colonial contact and creolization shaped its form.",[],missing,,,{}
019e8878-762d-7d95-9af2-ea7d1fd3d659,afa-pro,Proto-Afroasiatic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Afroasiatic_language,,,,,[],[],"Proto-Afroasiatic is the reconstructed common ancestor of the Afro-Asiatic language family. It is not directly attested. The status reflects scholarly inference rather than a written record, and it serves as a working hypothesis for understanding the historical relationships among Afro-Asiatic languages.",[],missing,,,{}
019e8878-765c-75c1-b6aa-f51b7ccabc21,afb,Gulf Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:Gulf_Arabic_language,Q56385,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar""]","[""Arab""]","Gulf Arabic is a variety of Arabic in the Afro-Asiatic language family, spoken in the Gulf region of the Arabian Peninsula and nearby areas. It is described as a regional spoken variety with distinct phonological and lexical features used in daily communication.",[],missing,,,{}
019e8878-768e-77a8-b9a2-fe5d6c204518,agj,Argobba,wiktionary,https://en.wiktionary.org/wiki/Category:Argobba_language,Q29292,sem-eth,Ethiopian Semitic,sem-wes,"[""afa-pro"",""sem-pro"",""sem-wes-pro""]","[""Ethi""]","Argobba is a human language listed under the Argobba language category. It is part of the Afro-Asiatic language family and is associated with the Horn of Africa region, with historical documentation indicating its use in past and possibly present communities.",[],missing,,,{}
019e8878-76c1-78ab-afeb-0599c1da67d3,aho,Ahom,wiktionary,https://en.wiktionary.org/wiki/Category:Ahom_language,Q34778,tai-swe,Southwestern Tai,tai-sap,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro"",""tai-swe-pro""]","[""Ahom""]",Ahom is a historical Tai language spoken by the Ahom people in the Assam region of northeast India. It is identified as part of the Tai language family and is primarily known from historical documentation rather than contemporary daily use.,[],missing,,,{}
019e8878-76ee-7e9b-8d31-d854ce57a7a3,ahr,Ahirani,wiktionary,https://en.wiktionary.org/wiki/Category:Ahirani_language,Q15549890,raj,Rajasthani,inc-wes,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ogu""]","[""Deva""]","Ahirani is a language recognized under the label Ahirani language. It is treated as a distinct language in linguistic references, but the available source does not specify its status, regional range, or historical period beyond being listed as a language category.",[],missing,,,{}
019e8878-771c-767d-a9fe-dae641a79a0b,aht,Ahtna,wiktionary,https://en.wiktionary.org/wiki/Category:Ahtna_language,Q21058,ath-nor,North Athabaskan,ath,"[""xnd-pro"",""ath-pro""]","[""Latn""]","Ahtna is an Athabaskan language of Alaska. It forms part of the Athabaskan language family and is associated with the Ahtna people in the Alaska region. Documentation notes its classification within the language family and its regional identity, without asserting contemporary usage or exact speaker numbers.",[],missing,,,{}
019e8878-774b-718f-a946-aa17ae9e0a5e,aig,Antigua and Barbuda Creole English,wiktionary,https://en.wiktionary.org/wiki/Category:Antigua_and_Barbuda_Creole_English_language,Q3244184,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en""]","[""Latn""]",Antigua and Barbuda Creole English is an English-based creole language spoken in Antigua and Barbuda in the Caribbean. It forms part of the English-based Creole family and is used in everyday speech alongside Standard English in that country.,[],missing,,,{}
019e8878-7778-72ff-9dd8-9fadd0c05820,aih,Ai-Cham,wiktionary,https://en.wiktionary.org/wiki/Category:Ai-Cham_language,Q2827749,qfa-kms,Kam-Sui,qfa-tak,"[""qfa-tak-pro"",""qfa-kms-pro""]","[""Latn"",""Hani""]","Ai-Cham is a language of the Ai-Cham people in Southeast Asia. The available category listing identifies Ai-Cham as a language, with no further details on its linguistic family, regional distribution beyond Southeast Asia, or historical period.",[],missing,,,{}
019e8878-77a5-779b-9798-d510accd1cd4,aii,Assyrian Neo-Aramaic,wiktionary,https://en.wiktionary.org/wiki/Category:Assyrian_Neo-Aramaic_language,Q29440,sem-nna,Northeastern Neo-Aramaic,sem-are,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""arc""]","[""Syrc""]","Assyrian Neo-Aramaic is a living Aramaic language in the Afro-Asiatic family. It is spoken by Assyrian communities in parts of the Middle East, including northern Iraq, southeastern Turkey, northeastern Syria, and western Iran, with modern usage dating to contemporary periods.",[],missing,,,{}
019e8878-77d3-7504-8133-a6dc16263a80,ain,Ainu,wiktionary,https://en.wiktionary.org/wiki/Category:Ainu_language,Q27969,qfa-ain,Ainuic,,[],"[""Kana"",""Latn"",""Cyrl""]","Ainu is an indigenous language of the Ainu people in Japan, historically centered in Hokkaido. It is classified as the Ainu language in linguistic references and has limited modern use. Efforts focus on documentation and revival among younger speakers.",[],missing,,,{}
019e8878-77ff-78a4-89e6-c6acbf31a5c7,aio,Aiton,wiktionary,https://en.wiktionary.org/wiki/Category:Aiton_language,Q3399725,tai-swe,Southwestern Tai,tai-sap,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro"",""tai-swe-pro""]","[""Mymr""]","Aiton is a language identified by its name in linguistic descriptions. It is treated as a distinct language with classifications linking it to a historical language family and a geographic region, described within a comparative framework and noting its approximate historical period.",[],missing,,,{}
019e8878-782c-7fc9-a0ca-9758d09ac07c,ajp,South Levantine Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:South_Levantine_Arabic_language,Q55633582,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar""]","[""Arab""]","South Levantine Arabic is a language variety within the Arabic branch of the Afro-Asiatic family. It is associated with the southern Levant region in the Middle East and forms part of the Levantine Arabic group. The designation treats it as a named language variety rather than a separate language with a distinct, documented historical trajectory.",[],missing,,,{}
019e8878-785c-7e8e-9624-75afdfee86b6,ak,Akan,wiktionary,https://en.wiktionary.org/wiki/Category:Akan_language,Q28026,alv-ctn,Central Tano,alv-ptn,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-kwa-pro""]","[""Latn""]",Akan is a language listed in the Akan language category. It forms part of a West African linguistic area and is associated with the Akan people. The entry provides basic lexical and grammatical information for etymology research.,[],missing,,,{}
019e8878-788c-7a9e-9bf5-307d374c1412,ake,Akawaio,wiktionary,https://en.wiktionary.org/wiki/Category:Akawaio_language,Q28059,sai-pem,Pemongan,sai-ven,"[""sai-car-pro""]","[""Latn""]",Akawaio is a language categorized under Akawaio language. It is documented with lexical data and entries that help distinguish its vocabulary and linguistic features. The entry serves as a reference point for researchers examining related languages within the same language group and for describing its lexical items in comparative studies.,[],missing,,,{}
019e8878-78b8-74b3-a2c7-6e19c3047bc8,akk,Akkadian,wiktionary,https://en.wiktionary.org/wiki/Category:Akkadian_language,Q35518,sem-eas,East Semitic,sem,"[""afa-pro"",""sem-pro""]","[""Xsux"",""Latn""]","An ancient Afro-Asiatic language of Mesopotamia, Akkadian is attested from the early 3rd millennium BCE to the end of antiquity. It belongs to the Semitic branch of Afro-Asiatic and exists in multiple regional varieties documented in cuneiform texts.",[],missing,,,{}
019e8878-78e5-7447-9ce9-9d67fdd3ec59,akl,Aklanon,wiktionary,https://en.wiktionary.org/wiki/Category:Aklanon_language,Q8773,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]","Aklanon is a language of the Philippines. It is recognized as a distinct language within the Austronesian language family, spoken by communities in the region around Aklan. Its status is that of a living language used in education and daily communication by speakers within local communities.",[],missing,,,{}
019e8878-7913-76b6-ba7f-99306dbc7d60,akv,Akhvakh,wiktionary,https://en.wiktionary.org/wiki/Category:Akhvakh_language,Q56423,cau-and,Andian,cau-ava,"[""cau-nec-pro"",""cau-ava-pro"",""cau-and-pro""]","[""Cyrl""]","Akhvakh is a Northeast Caucasian language of the Andic group, spoken in Dagestan, Russia. It belongs to the broader Caucasian language family and is used by local communities in the region, with its history rooted in the area rather than extending into a long attested classical tradition.",[],missing,,,{}
019e8878-7943-72da-9842-4c34d82555f9,akz,Alabama,wiktionary,https://en.wiktionary.org/wiki/Category:Alabama_language,Q1815020,nai-mus,Muskogean,,"[""nai-mus-pro""]","[""Latn""]","Alabama is a Muskogean language of the Southeastern United States, historically spoken by the Alabama people. It is part of the Muskogean language family; associated with the Alabama community in the present-day southeastern U.S. region, with historical use documented in traditional territories.",[],missing,,,{}
019e8878-7971-7d53-858b-78f5672aa056,ale,Aleut,wiktionary,https://en.wiktionary.org/wiki/Category:Aleut_language,Q27210,esx,Eskimo-Aleut,,"[""esx-pro""]","[""Latn"",""Cyrl""]","Aleut is a language represented in linguistic reference materials. Its entry is categorized under Aleut language in a lexical database, guiding researchers in tracing word origins and historical development within this language group. This description remains general and non-specific.",[],missing,,,{}
019e8878-799c-7f99-ab3c-271d9e3e7f11,alg-pro,Proto-Algonquian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Algonquian_language,,,,,"[""aql-pro""]",[],"Proto-Algonquian is the reconstructed common ancestor of the Algonquian language family. It is not directly attested and is inferred from the comparative study of its descendant languages. As a proto-language, it represents historical connections among Algonquian languages, rather than an individual, documented speech community.",[],missing,,,{}
019e8878-79c7-77c7-994d-840bd89a14f6,alj,Alangan,wiktionary,https://en.wiktionary.org/wiki/Category:Alangan_language,Q3327423,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]","Alangan is an Austronesian language of the Philippines. It belongs to the Malayo-Polynesian and Philippine branches, reflecting its place within the broader Austronesian language family as part of the country’s indigenous linguistic landscape.",[],missing,,,{}
019e8878-79f5-773f-907d-88bf143dbfa0,aln,Gheg Albanian,wiktionary,,Q181037,,,,"[""ine-pro"",""sqj-pro""]",[],,[],missing,,,{}
019e8878-7a1e-7726-9289-dc22072fbec9,alt,Southern Altai,wiktionary,https://en.wiktionary.org/wiki/Category:Southern_Altai_language,Q1991779,trk-kkp,Kyrgyz-Kipchak,trk-kip,"[""trk-pro"",""trk-cmn-pro"",""qwm""]","[""Cyrl""]","Southern Altai is a Turkic language of the Turkic language family, spoken in the Altai region of Russia. It is recognized as a distinct language within the Southern Altai group, with historical usage and documentation in linguistic sources related to the Altai peoples.",[],missing,,,{}
019e8878-7a49-7f9f-89f9-20b8d701bc57,alv-edk-pro,Proto-Edekiri,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Edekiri_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro"",""alv-yrd-pro""]",[],Proto-Edekiri is the reconstructed ancestor of the Edekiri language family. It is not directly attested and is inferred by comparative method from descendant Edekiri languages. This proto-language represents the shared phonological and lexical features hypothesized for the prehistory of Edekiri varieties.,[],missing,,,{}
019e8878-7a75-727d-b95a-5ca80f3d86c8,alv-edo-pro,Proto-Edoid,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Edoid_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro""]",[],"Proto-Edoid is the reconstructed common ancestor of the Edoid language family. It is not directly attested and is inferred from comparative evidence among its descendant Edoid languages, reconstructing phonology, lexicon, and grammar to explain shared features across the group.",[],missing,,,{}
019e8878-7aa2-7d0b-94be-a6d702231596,alv-gtm-pro,Proto-Central Togo,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Central_Togo_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-kwa-pro""]",[],"Proto-Central Togo is a reconstructed proto-language not directly attested, identified as the common ancestor of languages in the Central Togo region. It is studied through comparative evidence and historical linguistics, with the reconstruction reflecting shared phonological and lexical features of descendant Togo languages.",[],missing,,,{}
019e8878-7acb-7c71-91fa-e8dfab03463e,alv-igb-pro,Proto-Igboid,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Igboid_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro""]",[],Proto-Igboid is the reconstructed ancestor of Igboid languages. It is not directly attested and is inferred from comparative analysis of descendant Igboid languages. The reconstruction documents shared features and regular correspondences used to explain the development of Igboid languages from a common source.,[],missing,,,{}
019e8878-7af7-730b-907c-d2f47e9c36c9,alv-kwa-pro,Proto-Kwa,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Kwa_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro""]",[],"Proto-Kwa is the reconstructed ancestor of the Kwa language family, a group of languages spoken in West Africa. It is not directly attested, having been inferred from shared features of later Kwa branches, with an estimated time frame situated before documented Kwa diversification.",[],missing,,,{}
019e8878-7b21-70d8-9078-c3d3d91e1dc0,alv-nup-pro,Proto-Nupoid,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Nupoid_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro""]",[],"Proto-Nupoid is the reconstructed ancestor of the Nupoid language family. It is not directly attested; reconstructions are made by comparing cognate features across descendant Nupoid languages and tracing systematic sound correspondences. This entry reflects the historical stage reconstructed for the family, rather than a documented language with preserved texts.",[],missing,,,{}
019e8878-7b4a-785f-a640-a775e04c4b2f,alv-pro,Proto-Atlantic-Congo,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Atlantic-Congo_language,,,,,"[""nic-pro""]",[],"Proto-Atlantic-Congo is the reconstructed common ancestor of the Atlantic-Congo language family. It is not directly attested and is inferred through comparative linguistic methods, describing a proto-language that gave rise to a wide range of descendant Atlantic-Congo languages.",[],missing,,,{}
019e8878-7b76-7b33-a6d3-74bf70ac8987,alv-von-pro,Proto-Volta-Niger,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Volta-Niger_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro""]",[],"Proto-Volta-Niger is a reconstructed proto-language that serves as the common ancestor of the Volta-Niger languages. It is not directly attested, and its features are inferred from comparisons of descendant languages within the Niger-Congo family. Scholars reconstruct sound correspondences and shared vocabulary to outline its structure.",[],missing,,,{}
019e8878-7ba0-740b-8e30-e02ce0c904e9,alv-yor-pro,Proto-Yoruba,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Yoruba_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro"",""alv-yrd-pro"",""alv-edk-pro""]",[],"Proto-Yoruba is a reconstructed language not directly attested. It is the ancestral stage of the Yoruba languages, identified through comparative reconstruction of their descendants and linguistic features. The form is inferred, and its exact period is approximate rather than precisely dated.",[],missing,,,{}
019e8878-7bc9-76e3-8aca-c53136ddf61f,alv-yrd-pro,Proto-Yoruboid,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Yoruboid_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro""]",[],Proto-Yoruboid is the reconstructed common ancestor of the Yoruboid languages. It is not directly attested and is inferred through comparative reconstruction from descendant languages such as Yoruba and related tongues. Scholars use systematic sound correspondences and lexical comparisons to outline its likely phonology and lexicon.,[],missing,,,{}
019e8878-7bf6-7e77-ba56-2eee5961e132,alw,Alaba,wiktionary,https://en.wiktionary.org/wiki/Category:Alaba_language,Q56652,cus-hec,Highland East Cushitic,cus-eas,"[""afa-pro"",""cus-pro"",""cus-hec-pro""]","[""Latn""]","Alaba is a language identified by an entry in the Alaba language category. The available information does not specify its status, linguistic family, region, or historical period, so the description remains noncommittal and avoids unsupported claims.",[],missing,,,{}
019e8878-7c29-7513-9e84-bc6573874b1c,am,Amharic,wiktionary,https://en.wiktionary.org/wiki/Category:Amharic_language,Q28244,sem-eth,Ethiopian Semitic,sem-wes,"[""afa-pro"",""sem-pro"",""sem-wes-pro""]","[""Ethi""]","Amharic is a living Afro-Asiatic language of the Semitic branch. It belongs to the Ethiopian Semitic subgroup within Afro-Asiatic and is spoken across diverse regions of Ethiopia, with multiple dialects reflecting its long, historical development.",[],missing,,,{}
019e8878-7c60-7612-ad23-c4a81b23ba1c,ami,Amis,wiktionary,https://en.wiktionary.org/wiki/Category:Amis_language,Q35132,map,Austronesian,,"[""map-pro""]","[""Latn""]",Amis is an Austronesian language spoken by the Amis people of Taiwan. It is part of Taiwan's indigenous linguistic heritage and is documented in linguistic references as a distinct language within the Austronesian family today.,[],missing,,,{}
019e8878-7c92-7e30-8e0f-3fdd628f4826,amu,Guerrero Amuzgo,wiktionary,https://en.wiktionary.org/wiki/Category:Guerrero_Amuzgo_language,Q3501942,omq,Oto-Manguean,,"[""omq-pro""]","[""Latn""]","Guerrero Amuzgo is a language of the Amuzgo branch of the Oto-Manguean family, spoken in the Guerrero region of Mexico. It is recorded in linguistic references as part of the Guerrero Amuzgo language group and is not described with precise speaker counts.",[],missing,,,{}
019e8878-7cc8-7bdd-ab48-f724f1923813,an,Aragonese,wiktionary,https://en.wiktionary.org/wiki/Category:Aragonese_language,Q8765,roa-nar,Navarro-Aragonese,roa-ibe,"[""la-vul"",""roa-pro"",""roa-ona""]","[""Latn""]","Aragonese is a language in the Romance language family. It is historically associated with the Aragon region in northern Spain and has medieval roots in the Iberian linguistic landscape, reflected in its traditional vocabulary, phonology, and orthography.",[],missing,,,{}
019e8878-7cf9-7a81-a199-877e1b6c4868,ane,Xârâcùù,wiktionary,https://en.wiktionary.org/wiki/Category:X%C3%A2r%C3%A2c%C3%B9%C3%B9_language,Q3571097,poz-cln,New Caledonian,poz-ocs,"[""map-pro"",""poz-pro"",""poz-cet-pro"",""pqe-pro"",""poz-oce-pro""]","[""Latn""]","Xârâcùù is a language named Xârâcùù, classified within the Northeast Caucasian language family and spoken in the Caucasus region. The available material groups it with related Caucasian languages, but it does not provide detailed information on its current status, precise regional coverage, or historical period.",[],missing,,,{}
